Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Age_Std_Rate_Aust,Age_Std_Rate_Segi,Age_Std_Rate_WHO
1978,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.170833,0.369020,2.340692,2.381759,10.256410,15.689515,29.540587,44.361376,54.614759,73.583517,47.944877,60.030561,71.786413,0.000000,13.208019,8.923741,9.789451
1979,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.155509,0.000000,0.000000,0.178065,0.901232,3.881043,8.769526,23.096264,29.953613,51.637603,62.494323,67.390959,56.002987,57.088692,51.352779,0.000000,13.877211,9.581136,10.430996
1980,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.688883,1.719672,6.832416,9.130651,19.046107,29.651034,48.634505,56.216721,62.800921,73.186652,78.848202,46.215898,0.000000,14.191599,9.485731,10.528103
1981,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.661497,1.237384,4.180777,10.325562,18.994354,28.613385,42.639809,70.611841,77.185480,66.701205,54.865921,54.809171,0.000000,14.238089,9.661611,10.597263
1982,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.161174,0.494735,0.950572,4.742067,9.593904,21.934928,35.739622,46.427915,81.290451,68.223877,81.347765,61.920095,46.313569,0.000000,15.410868,10.501056,11.543763
1983,Female,Mortality,Lung cancer,0.175418,0.000000,0.000000,0.159651,0.000000,0.158988,0.977242,1.430894,2.307273,9.626595,24.233447,35.811641,60.834333,75.188486,79.213803,84.642430,71.097487,64.786206,0.000000,16.734741,11.351943,12.459819
1984,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.158843,0.000000,0.469401,0.483940,2.931171,5.528808,9.069566,21.544938,33.651689,59.465539,65.437775,88.747667,85.120872,77.043649,60.077380,0.000000,16.700058,11.209494,12.377458
1985,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.150852,0.000000,1.119631,2.487496,4.021309,9.786897,19.550779,41.183408,52.218030,77.967110,84.877198,82.617676,84.049633,66.433212,0.000000,17.017421,11.385733,12.616822
1986,Female,Mortality,Lung cancer,0.000000,0.174031,0.000000,0.000000,0.000000,0.149990,0.631401,2.080180,7.081938,10.511109,20.564010,39.654493,53.284906,77.277466,89.064744,91.288472,95.210812,72.947171,0.000000,17.903785,11.846750,13.181496
1987,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.293079,0.464069,2.723181,5.038526,9.959097,23.908950,27.504698,52.400656,70.538369,90.567845,97.550183,91.290263,77.165257,0.000000,17.270806,11.251488,12.556875
1988,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.143654,0.453997,1.891324,5.438453,12.176882,17.488910,38.786452,64.583249,80.772501,105.786879,109.782281,106.928668,62.116157,0.000000,19.300652,12.700325,14.139071
1989,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.141568,0.442884,1.548673,6.712333,11.844183,20.813152,40.998138,62.331186,79.037781,118.505254,97.774012,109.858081,70.730951,0.000000,19.792907,13.039964,14.500806
1990,Female,Mortality,Lung cancer,0.000000,0.162607,0.000000,0.000000,0.000000,0.282975,0.431997,2.284920,5.656520,9.610543,18.209938,34.805659,62.592236,83.772758,102.720239,113.733682,106.226449,87.113788,0.000000,19.384768,12.595976,14.065822
1991,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.145003,0.143485,0.561836,1.204531,4.224473,11.538913,24.445025,38.477839,65.119471,84.840341,115.141660,125.941233,105.903793,81.798104,0.000000,20.735745,13.486973,15.058151
1992,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.141863,0.000000,0.552130,1.034218,3.898970,10.593496,20.291729,34.423408,59.190082,86.495623,102.294265,134.560690,105.064922,110.025297,0.000000,20.118010,12.797016,14.393444
1993,Female,Mortality,Lung cancer,0.000000,0.000000,0.162795,0.000000,0.000000,0.147222,0.411200,1.455653,3.869172,10.316200,23.549403,34.932961,56.560613,89.095651,117.830726,136.300890,120.857774,95.450469,0.000000,20.982228,13.300810,15.006936
1994,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.141460,0.147678,0.000000,2.011049,3.051246,10.262553,25.015718,38.228884,57.042341,90.537937,121.679878,135.129187,127.744559,91.274619,0.000000,21.421836,13.600380,15.348710
1995,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411682,1.408282,4.658047,10.251921,25.099502,30.713154,59.937024,91.549396,123.399996,146.649636,135.054109,109.114825,0.000000,22.014078,13.786601,15.610961
1996,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.693565,1.789593,3.844783,10.672426,25.456037,39.700153,60.861357,89.235380,107.248987,140.971052,133.154277,117.812380,0.000000,21.884330,13.801869,15.619676
1997,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.150297,0.000000,0.280670,1.217108,5.082430,10.942082,21.702972,38.427572,58.330960,94.173782,118.992631,137.188191,129.661817,108.990359,0.000000,21.786332,13.789060,15.564820
1998,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.137204,0.566718,1.201982,4.149437,8.610430,20.191805,38.280398,54.001075,87.298249,122.409431,132.430016,136.976466,104.538779,0.000000,21.087005,13.182552,14.971167
1999,Female,Mortality,Lung cancer,0.000000,0.153892,0.000000,0.000000,0.000000,0.137452,0.282865,1.326302,4.643813,7.404956,20.354984,35.113842,52.889688,88.942112,120.718638,145.057826,135.715777,114.431024,0.000000,21.292225,13.167700,15.009029
2000,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140055,1.595530,3.587498,10.295327,20.993272,38.684884,56.299738,88.367305,131.814302,141.294806,155.188212,137.290044,0.000000,22.663326,13.948798,15.913659
2001,Female,Mortality,Lung cancer,0.161126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.742265,5.403631,11.481766,16.773963,39.792187,54.529529,94.898963,124.788761,149.296445,166.636732,120.280104,0.000000,22.770868,14.018854,16.033746
2002,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.154585,0.146689,0.266037,0.677738,4.500575,10.150444,21.904206,40.224052,61.264794,82.373259,134.354386,166.066886,155.664319,137.286620,0.000000,23.577554,14.398263,16.496417
2003,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.148584,0.394101,0.957677,5.223828,8.962651,20.303725,32.504240,60.391562,81.174453,121.481709,162.158678,159.113355,145.073733,0.000000,22.620153,13.682590,15.721162
2004,Female,Mortality,Lung cancer,0.161636,0.000000,0.000000,0.000000,0.000000,0.149560,0.000000,2.052382,5.189690,9.897788,17.026866,33.948537,61.146955,79.127977,109.910524,166.947160,179.347754,134.361402,0.000000,22.508894,13.524983,15.629081
2005,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132365,1.354081,2.729407,12.301703,15.153152,35.851976,59.255697,91.379437,127.302704,166.544736,185.798806,152.178141,0.000000,23.662724,14.195787,16.373362
2006,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.583620,0.270188,1.317738,3.929381,12.598172,18.297911,36.401324,65.173550,89.750081,115.507321,155.046076,169.598785,151.792263,0.000000,23.281198,14.271574,16.305014
2007,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.144691,0.000000,0.141145,0.820993,1.532131,5.149208,10.627801,21.268592,34.684380,60.786001,89.958366,121.710209,176.130593,186.981127,165.330905,0.000000,24.452261,14.650188,16.926010
2008,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.273846,0.749243,3.577244,9.280515,21.150953,31.068522,58.276312,84.083478,120.218451,169.943093,195.022630,157.728707,0.000000,23.426040,13.854253,16.080403
2009,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.257734,0.270978,1.732654,4.464210,9.438836,20.666745,35.497881,55.361215,95.755527,124.338383,148.800445,203.920935,168.289507,0.000000,23.948831,14.351211,16.568579
2010,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.140701,0.000000,0.249723,0.133579,0.992262,4.391358,8.415823,19.678921,32.442627,61.940651,90.997782,139.387692,160.110794,196.686256,178.032234,0.000000,24.507566,14.620287,16.861704
2011,Female,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.126872,0.122386,0.260773,1.389405,3.997522,10.286875,19.352205,34.276862,58.718091,92.915312,123.658454,152.702297,180.699124,177.668908,0.000000,23.650296,14.242915,16.370194
1968,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.093805,0.100824,0.125454,0.690064,2.419823,7.789087,16.339645,35.798198,67.933003,114.089389,143.674236,170.744157,159.560411,126.400717,123.244632,0.000000,31.524583,21.300608,23.380563
1969,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.092042,0.000000,0.119003,0.798404,2.308142,7.974724,22.552371,36.409688,74.603404,103.180524,155.568802,176.136078,167.947580,142.175986,94.003894,0.000000,32.579995,22.017825,24.247691
1970,Persons,Mortality,Lung cancer,0.000000,0.000000,0.084093,0.000000,0.000000,0.112646,1.286296,2.045679,7.110976,19.192788,36.970380,74.022577,122.880617,167.237712,180.051050,187.061184,146.259747,93.355908,0.000000,34.247194,23.206214,25.496823
1971,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.088005,0.000000,0.207815,0.606819,3.179398,8.588221,19.803370,42.803796,69.586826,121.267771,165.400683,181.948319,176.872018,130.446554,118.033767,0.000000,34.331075,23.341696,25.563832
1972,Persons,Mortality,Lung cancer,0.077971,0.081014,0.000000,0.000000,0.000000,0.483496,0.939688,3.138317,5.274308,21.075609,40.452095,65.573140,115.847571,162.150878,197.708410,191.441167,148.281141,94.577554,0.000000,34.395070,23.108646,25.450608
1973,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.091938,0.572649,2.823865,7.569663,22.680202,42.293924,66.834528,120.064278,164.048309,192.662353,206.179565,150.222987,117.687308,0.000000,35.602523,23.792830,26.248229
1974,Persons,Mortality,Lung cancer,0.000000,0.000000,0.077005,0.164925,0.086454,0.177797,0.549190,2.369914,7.960163,23.639132,40.990543,77.361629,119.592043,161.986672,208.355610,209.321529,162.984148,134.566643,0.000000,37.106511,24.649373,27.279282
1975,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.171696,0.689939,0.953449,2.537832,7.566164,22.883267,41.110747,71.936277,122.469849,164.837356,206.294871,209.822038,183.868595,108.932462,0.000000,36.991684,24.570400,27.219134
1976,Persons,Mortality,Lung cancer,0.080783,0.000000,0.000000,0.079316,0.000000,0.422551,0.512617,2.609065,9.875383,23.632787,41.084740,73.211847,125.494722,174.626773,226.328572,221.018945,164.981852,126.479036,0.000000,38.585987,25.683796,28.376885
1977,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.077548,0.000000,0.512003,0.761694,1.975974,7.486800,21.800629,42.567858,67.591207,124.707743,175.235707,220.945013,222.953604,200.623499,150.194570,0.000000,38.847022,25.449394,28.279150
1978,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.076583,0.082637,0.169237,0.451274,2.618457,7.487997,20.798968,44.720484,77.264215,125.677787,176.821646,213.956140,243.489352,194.994649,157.136622,0.000000,39.846015,26.041470,29.009302
1979,Persons,Mortality,Lung cancer,0.000000,0.075555,0.000000,0.152258,0.080645,0.167603,0.436904,1.867748,6.321296,19.836383,47.488988,75.363901,130.011578,180.954623,228.301927,243.866302,199.849932,149.940868,0.000000,40.522869,26.520621,29.499421
1980,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.082651,0.677688,2.419700,8.149798,20.633071,45.704783,86.856920,125.442052,181.607338,219.437772,263.347465,229.468681,149.963016,0.000000,41.791813,27.064234,30.339089
1981,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.077098,0.000000,0.162604,1.059545,2.628727,8.515180,20.253812,45.958671,82.636482,121.015815,194.324675,241.119912,259.774146,208.275209,154.987377,0.000000,42.232300,27.477601,30.694064
1982,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.074996,0.079768,0.488371,2.143038,7.738481,17.104936,44.380224,88.172787,119.311108,203.007533,229.877909,263.389261,223.332979,159.147197,0.000000,42.320801,27.413315,30.698029
1983,Persons,Mortality,Lung cancer,0.085453,0.000000,0.000000,0.078071,0.074160,0.236145,0.968543,1.840318,6.849938,19.033391,48.099217,84.255500,134.535911,186.147393,233.548247,253.866899,228.817795,159.219641,0.000000,42.481156,27.654497,30.872831
1984,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.155351,0.000000,0.309884,0.561456,2.367380,8.511023,18.203262,46.498652,83.361737,131.506501,175.583653,237.282878,259.131959,249.370827,163.987904,0.000000,42.584384,27.408302,30.765261
1985,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.074104,0.075786,0.718474,2.443721,5.575535,17.345461,45.427076,86.426780,133.371910,182.121357,227.204693,250.072508,244.934936,174.891518,0.000000,42.191672,27.247876,30.524569
1986,Persons,Mortality,Lung cancer,0.082748,0.169565,0.000000,0.000000,0.000000,0.074158,0.866683,1.657862,9.267183,15.315717,39.763806,79.281464,126.905494,184.863308,222.106226,259.522503,239.427104,180.206658,0.000000,41.429851,26.576352,29.842103
1987,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.145095,0.694862,2.778742,5.736665,17.733967,39.856305,75.309565,125.326097,182.507205,229.950178,259.997266,235.902507,193.333733,0.000000,41.431269,26.466877,29.733109
1988,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.142389,0.452998,2.430513,6.688613,18.745209,35.784855,78.367148,136.488898,177.281575,234.074012,280.769308,256.847627,181.556740,0.000000,42.590879,27.093558,30.517505
1989,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.140438,0.662421,1.621935,7.814929,19.505228,36.724617,74.711160,129.058580,191.123381,247.274127,259.203792,274.570243,182.976227,0.000000,42.906253,27.333480,30.747107
1990,Persons,Mortality,Lung cancer,0.000000,0.079220,0.000000,0.000000,0.073618,0.210880,0.358782,1.904370,6.035501,15.884022,33.124600,71.756562,124.311412,178.455230,215.546358,257.976484,260.335028,195.005945,0.000000,40.336612,25.501645,28.774404
1991,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.071594,0.142892,0.490975,1.505585,5.408450,16.421398,35.421886,71.630278,120.781470,187.223521,225.352664,258.780999,249.316880,190.603383,0.000000,40.697875,25.825478,29.081344
1992,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.139982,0.217147,0.620685,1.331371,5.100026,14.371266,35.191021,68.394830,120.858633,184.113120,229.045275,258.930810,250.787623,205.865002,0.000000,40.606548,25.620531,28.890780
1993,Persons,Mortality,Lung cancer,0.000000,0.000000,0.079176,0.000000,0.069469,0.146766,0.548150,1.677134,6.007153,14.229543,32.651885,63.339412,120.209256,170.044405,231.050848,260.005501,256.470504,195.577390,0.000000,39.778350,24.929328,28.197439
1994,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.078607,0.069699,0.073659,0.204661,2.302443,4.646493,12.898873,34.157842,64.714427,113.225244,183.949662,250.390858,276.879060,252.420444,219.676587,0.000000,41.311621,25.702753,29.133843
1995,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.070281,0.145699,0.617753,1.903230,4.514727,13.865835,32.733799,56.437999,111.237221,177.364348,239.197596,261.572073,281.370431,219.541274,0.000000,40.241118,24.840231,28.246453
1996,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.486527,1.517044,4.149113,12.802766,35.150185,58.906620,109.618725,175.235595,224.106531,273.667621,270.749132,217.017994,0.000000,39.843092,24.550560,27.959958
1997,Persons,Mortality,Lung cancer,0.000000,0.076217,0.000000,0.000000,0.074108,0.000000,0.422561,1.221368,4.664526,12.897071,28.359161,56.384552,106.040717,160.901280,224.398339,255.541421,258.453736,216.271739,0.000000,37.935576,23.324898,26.564256
1998,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.078266,0.152133,0.137401,0.427128,1.475169,4.963547,11.212433,27.278205,55.608163,99.287829,163.516801,233.628928,254.647477,259.602904,214.950932,0.000000,37.850012,23.171980,26.443439
1999,Persons,Mortality,Lung cancer,0.000000,0.074941,0.000000,0.000000,0.000000,0.068854,0.355958,1.665645,4.813192,10.754846,26.635689,53.914945,90.902313,157.282955,220.615448,267.684630,249.367226,224.385151,0.000000,36.970834,22.369261,25.665121
2000,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.139138,0.282045,1.604107,4.373539,10.574114,25.125146,55.663297,92.233579,149.674343,218.527301,261.446725,264.483053,235.343777,0.000000,36.863924,22.167669,25.502688
2001,Persons,Mortality,Lung cancer,0.078512,0.000000,0.000000,0.074628,0.000000,0.143492,0.411635,1.753165,6.121762,11.627519,22.368681,55.290580,88.552154,152.087777,218.590266,255.695476,273.626605,214.468460,0.000000,36.546158,22.026474,25.350881
2002,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.073969,0.152012,0.293297,0.335415,1.295961,4.331702,12.037610,25.770475,51.859906,88.408691,138.580851,220.392397,278.013968,273.498727,220.875283,0.000000,36.723804,21.838874,25.276287
2003,Persons,Mortality,Lung cancer,0.078794,0.075206,0.000000,0.000000,0.148147,0.222336,0.331356,1.033192,4.996792,11.392329,22.661090,46.321302,85.590487,133.071780,201.542278,255.649747,267.460777,225.790176,0.000000,34.645866,20.567112,23.796403
2004,Persons,Mortality,Lung cancer,0.078729,0.000000,0.000000,0.000000,0.000000,0.074420,0.331323,1.584689,4.901218,12.637636,22.366139,46.674878,85.891078,128.706628,201.536900,262.085788,288.418230,231.593067,0.000000,35.207685,20.716490,24.081420
2005,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.072488,0.000000,0.000000,0.133287,1.089623,3.469390,10.957265,20.219457,45.089670,87.673717,136.050817,199.481187,267.179573,288.602866,236.936242,0.000000,35.174712,20.637646,23.992024
2006,Persons,Mortality,Lung cancer,0.077248,0.000000,0.000000,0.000000,0.000000,0.434283,0.407016,1.325532,4.220400,12.248500,24.112744,44.515386,86.327113,126.370904,188.101235,243.835070,284.726409,243.495287,0.000000,34.251297,20.208047,23.438547
2007,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.070387,0.202273,0.139761,0.617672,1.414168,5.584245,11.126933,24.689416,42.258249,83.588506,132.894017,182.273404,269.850834,284.755366,244.708367,0.000000,34.847618,20.404735,23.769366
2008,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.685709,1.384037,4.201655,10.989561,23.322113,41.305539,81.602341,125.247836,179.364836,258.167377,307.625011,258.398666,0.000000,34.380481,19.874603,23.274966
2009,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.253596,0.406400,1.308998,4.364897,10.100165,22.516191,42.030125,74.555947,123.229656,185.947923,229.561787,293.039609,261.522042,0.000000,33.182423,19.264642,22.491187
2010,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.068491,0.000000,0.307266,0.200241,1.187095,4.293794,10.226369,21.566731,40.048823,73.594422,123.514550,184.850488,239.538166,297.036047,278.328169,0.000000,33.500648,19.283911,22.580912
2011,Persons,Mortality,Lung cancer,0.000000,0.000000,0.000000,0.000000,0.062048,0.180922,0.585876,1.588401,3.717135,11.479813,22.823669,43.188849,73.164763,122.188921,169.719557,229.966992,277.007063,275.020007,0.000000,32.637899,18.976903,22.138237
1968,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1969,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1970,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1971,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1972,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1973,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1974,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1975,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1976,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1977,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1978,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1979,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1980,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1981,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1982,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.723004,4.558536,7.840689,13.108313,19.929636,21.014392,30.402256,34.158438,45.121522,52.656057,65.034242,74.449549,78.462997,75.809538,98.401881,66.760365,0.000000,27.996316,20.831883,22.855518
1983,Male,Incidence,Melanoma of the skin,0.166620,0.322721,0.571185,4.125205,7.455257,11.692624,19.039939,23.367055,26.470826,35.104767,44.375243,53.230737,71.369544,81.397657,80.837773,94.409077,64.048192,86.150453,0.000000,28.489762,21.202270,23.175254
1984,Male,Incidence,Melanoma of the skin,0.000000,0.164542,0.572853,5.168304,8.153389,13.810205,17.388585,21.898936,32.981045,38.256397,51.062979,54.899377,66.771593,90.624386,99.517991,97.892816,91.630533,102.659205,0.000000,31.286362,23.001200,25.206596
1985,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.289368,4.048116,8.739362,15.890648,22.312570,25.935769,33.465448,37.128183,52.266527,66.218803,76.011210,93.340895,104.318493,98.947202,108.807065,117.258617,0.000000,33.840582,24.800217,27.286874
1986,Male,Incidence,Melanoma of the skin,0.000000,0.000000,1.041354,5.809301,9.111992,14.521303,24.382762,28.983430,36.722507,43.169022,51.724275,66.262336,80.773836,96.597658,104.134821,112.247819,116.066987,103.725473,0.000000,35.573474,26.172413,28.802608
1987,Male,Incidence,Melanoma of the skin,0.160216,0.000000,1.072345,5.651633,11.268408,20.833543,29.286413,35.416729,42.857549,46.119575,58.496104,79.133267,95.667931,110.431868,123.061893,122.030944,139.269828,91.024439,0.000000,41.061019,30.476184,33.509130
1988,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.623199,7.934365,13.518874,22.724418,28.777542,34.946761,44.452198,55.100243,72.354491,83.133272,96.364190,118.717712,131.658759,140.383716,130.105982,195.327966,0.000000,45.641824,33.489585,36.798827
1989,Male,Incidence,Melanoma of the skin,0.156978,0.156977,1.885935,5.262079,9.745883,15.325863,25.246780,32.509753,42.923718,50.177279,58.138103,73.014137,112.687950,115.973000,138.076635,148.868135,172.579348,170.085043,0.000000,43.792056,31.512762,34.771816
1990,Male,Incidence,Melanoma of the skin,0.154983,0.154483,0.630923,6.690586,9.150021,16.065267,24.029075,29.407642,41.844859,48.860129,67.100999,73.311186,97.059663,110.902549,147.782347,152.714237,167.128850,178.030121,0.000000,43.526516,31.064252,34.365919
1991,Male,Incidence,Melanoma of the skin,0.153303,0.153276,1.253308,7.584724,8.767911,18.214729,22.695942,30.561795,39.075737,49.382904,59.018540,76.776059,92.698873,112.450100,147.049813,157.868585,181.251703,162.822252,0.000000,43.230127,30.834220,34.166263
1992,Male,Incidence,Melanoma of the skin,0.151880,0.152505,0.934224,5.759731,12.433584,16.743697,20.811970,32.733467,43.037696,51.304890,61.473295,85.074052,118.387284,134.593233,152.692832,188.335546,194.768429,186.046512,0.000000,47.690519,33.934598,37.534340
1993,Male,Incidence,Melanoma of the skin,0.000000,0.000000,1.695592,5.895460,10.417066,17.850193,19.866198,32.728920,38.784705,50.279903,65.930443,84.374298,113.336169,139.098110,173.097526,210.371370,195.564343,198.925801,0.000000,48.866487,34.360158,38.119160
1994,Male,Incidence,Melanoma of the skin,0.000000,0.000000,1.526627,5.212933,12.228130,19.839579,23.189956,33.156785,41.226261,54.307707,74.566805,87.845494,109.538611,130.004494,154.699913,198.315241,205.503841,195.576952,0.000000,49.299014,34.891213,38.731755
1995,Male,Incidence,Melanoma of the skin,0.000000,0.151443,1.057968,8.798740,11.915698,19.901452,23.483334,31.472459,48.382065,52.594006,72.424920,97.003744,118.140201,148.843840,176.203593,195.391138,211.282071,226.176382,0.000000,52.332452,37.161126,41.112244
1996,Male,Incidence,Melanoma of the skin,0.150883,0.300125,1.198753,8.441539,9.648264,21.802871,22.149320,31.501851,45.586499,58.315481,76.507677,89.517158,113.891011,151.285930,184.531392,226.622872,241.133136,249.987501,0.000000,54.144924,37.797773,42.019686
1997,Male,Incidence,Melanoma of the skin,0.150854,0.297392,1.497152,5.687268,13.303510,20.507676,26.013281,32.684234,42.434201,64.722220,85.389097,98.305218,118.712676,162.933882,214.267124,227.475917,224.656774,191.835965,0.000000,56.307378,39.831323,44.121533
1998,Male,Incidence,Melanoma of the skin,0.000000,0.147352,0.896827,4.126339,8.998457,16.236514,23.035804,31.376584,38.047291,61.373038,78.621692,99.207460,115.704133,150.789321,180.669734,229.448572,220.586233,216.657578,0.000000,52.900809,36.860908,41.021232
1999,Male,Incidence,Melanoma of the skin,0.000000,0.292148,0.297087,6.651952,10.540225,17.383434,24.798956,32.264802,42.155574,60.277916,72.867082,95.219100,124.140815,149.785418,198.419475,223.296828,260.840048,227.985575,0.000000,54.656863,38.015155,42.345793
2000,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.735152,4.911050,10.622984,18.287431,23.430478,30.777129,45.407423,59.857849,74.385644,99.984602,121.285171,148.829822,209.617549,225.032197,252.091599,242.737350,0.000000,55.279822,38.341150,42.718459
2001,Male,Incidence,Melanoma of the skin,0.000000,0.000000,1.016857,5.992803,8.402796,19.156040,22.423666,32.569886,40.141275,60.067938,78.533628,103.843587,116.006742,162.005994,195.687577,250.198166,257.491188,256.860890,0.000000,56.182158,38.716110,43.242521
2002,Male,Incidence,Melanoma of the skin,0.153713,0.000000,0.431152,5.217497,11.214266,15.833711,23.954073,31.166506,50.328410,62.841462,83.464684,107.898381,145.370138,158.757125,237.540724,241.673296,265.228539,293.061070,0.000000,60.467958,41.813773,46.501031
2003,Male,Incidence,Melanoma of the skin,0.153700,0.000000,0.710973,4.757456,8.154350,16.560992,22.200705,31.628142,41.575417,57.307087,83.738766,120.739939,122.618787,153.979954,209.890242,273.573629,280.637408,297.198986,0.000000,58.968600,40.013920,44.932578
2004,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.564663,4.298863,10.945414,17.182920,26.175843,28.451239,35.945978,52.759252,74.973322,104.214236,134.742170,173.901485,198.831195,252.245728,320.045214,299.577918,0.000000,57.993411,39.409087,44.199242
