,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",Unnamed: 8,ICD-10 codes
599,Incidence,Melanoma of the skin,2004.0,Males,Tasmania,117,47.1,56.5, ,C43
600,Incidence,Melanoma of the skin,2004.0,Males,Australian Capital Territory,60,45.6,54.6, ,C43
601,Incidence,Melanoma of the skin,2004.0,Males,Northern Territory,28,35.4,39.9, ,C43
602,Incidence,Melanoma of the skin,2004.0,Males,Australia,5602,58.2,70.6, ,C43
603,Incidence,Melanoma of the skin,2004.0,Females,New South Wales,1459,40.7,46.4, ,C43
604,Incidence,Melanoma of the skin,2004.0,Females,Victoria,877,32.9,37.8, ,C43
605,Incidence,Melanoma of the skin,2004.0,Females,Queensland,1050,53.4,60.6, ,C43
606,Incidence,Melanoma of the skin,2004.0,Females,Western Australia,414,41.1,46.9, ,C43
607,Incidence,Melanoma of the skin,2004.0,Females,South Australia,292,33.1,37.8, ,C43
608,Incidence,Melanoma of the skin,2004.0,Females,Tasmania,100,37.4,40.8, ,C43
609,Incidence,Melanoma of the skin,2004.0,Females,Australian Capital Territory,53,34.3,38.7, ,C43
610,Incidence,Melanoma of the skin,2004.0,Females,Northern Territory,22,25.8,26.5, ,C43
611,Incidence,Melanoma of the skin,2004.0,Females,Australia,4274,40.3,45.9, ,C43
612,Incidence,Melanoma of the skin,2004.0,Persons,New South Wales,3460,49.8,59, ,C43
613,Incidence,Melanoma of the skin,2004.0,Persons,Victoria,1970,38.5,45.4, ,C43
614,Incidence,Melanoma of the skin,2004.0,Persons,Queensland,2373,62.2,72.8, ,C43
615,Incidence,Melanoma of the skin,2004.0,Persons,Western Australia,995,50.9,60.2, ,C43
616,Incidence,Melanoma of the skin,2004.0,Persons,South Australia,675,39.9,46.5, ,C43
617,Incidence,Melanoma of the skin,2004.0,Persons,Tasmania,217,41.8,48.1, ,C43
618,Incidence,Melanoma of the skin,2004.0,Persons,Australian Capital Territory,113,39.5,46, ,C43
619,Incidence,Melanoma of the skin,2004.0,Persons,Northern Territory,50,30.9,33.7, ,C43
620,Incidence,Melanoma of the skin,2004.0,Persons,Australia,9876,48.2,56.7, ,C43
621,Incidence,Melanoma of the skin,2005.0,Males,New South Wales,2057,62.5,76.8, ,C43
622,Incidence,Melanoma of the skin,2005.0,Males,Victoria,1229,50.2,60.2, ,C43
623,Incidence,Melanoma of the skin,2005.0,Males,Queensland,1580,84.4,102, ,C43
624,Incidence,Melanoma of the skin,2005.0,Males,Western Australia,598,62.7,76.3, ,C43
625,Incidence,Melanoma of the skin,2005.0,Males,South Australia,399,49.3,60.7, ,C43
626,Incidence,Melanoma of the skin,2005.0,Males,Tasmania,148,59,68.3, ,C43
627,Incidence,Melanoma of the skin,2005.0,Males,Australian Capital Territory,69,51.5,62.2, ,C43
628,Incidence,Melanoma of the skin,2005.0,Males,Northern Territory,29,38.2,44.1, ,C43
629,Incidence,Melanoma of the skin,2005.0,Males,Australia,6139,62.4,75.8, ,C43
630,Incidence,Melanoma of the skin,2005.0,Females,New South Wales,1506,41.1,47.7, ,C43
631,Incidence,Melanoma of the skin,2005.0,Females,Victoria,1082,39.7,45.1, ,C43
632,Incidence,Melanoma of the skin,2005.0,Females,Queensland,1130,56,63.6, ,C43
633,Incidence,Melanoma of the skin,2005.0,Females,Western Australia,407,39.5,45.4, ,C43
634,Incidence,Melanoma of the skin,2005.0,Females,South Australia,328,37.2,42.5, ,C43
635,Incidence,Melanoma of the skin,2005.0,Females,Tasmania,136,50.7,55.5, ,C43
636,Incidence,Melanoma of the skin,2005.0,Females,Australian Capital Territory,61,39,44, ,C43
637,Incidence,Melanoma of the skin,2005.0,Females,Northern Territory,20,24.9,26.6, ,C43
638,Incidence,Melanoma of the skin,2005.0,Females,Australia,4689,43.4,49.6, ,C43
639,Incidence,Melanoma of the skin,2005.0,Persons,New South Wales,3563,50.5,60.3, ,C43
640,Incidence,Melanoma of the skin,2005.0,Persons,Victoria,2311,44.2,51.7, ,C43
641,Incidence,Melanoma of the skin,2005.0,Persons,Queensland,2710,69.1,81, ,C43
642,Incidence,Melanoma of the skin,2005.0,Persons,Western Australia,1005,50.4,59.8, ,C43
643,Incidence,Melanoma of the skin,2005.0,Persons,South Australia,727,42.2,50, ,C43
644,Incidence,Melanoma of the skin,2005.0,Persons,Tasmania,284,54.1,60.7, ,C43
645,Incidence,Melanoma of the skin,2005.0,Persons,Australian Capital Territory,130,44.4,51.9, ,C43
646,Incidence,Melanoma of the skin,2005.0,Persons,Northern Territory,49,32.1,36, ,C43
647,Incidence,Melanoma of the skin,2005.0,Persons,Australia,10828,51.8,61.1, ,C43
648,Incidence,Melanoma of the skin,2006.0,Males,New South Wales,2180,65.1,80, ,C43
649,Incidence,Melanoma of the skin,2006.0,Males,Victoria,1220,49.1,60.3, ,C43
650,Incidence,Melanoma of the skin,2006.0,Males,Queensland,1488,77.4,93.7, ,C43
651,Incidence,Melanoma of the skin,2006.0,Males,Western Australia,635,64.1,78.2, ,C43
652,Incidence,Melanoma of the skin,2006.0,Males,South Australia,360,43.9,52.3, ,C43
653,Incidence,Melanoma of the skin,2006.0,Males,Tasmania,127,49.8,58.7, ,C43
654,Incidence,Melanoma of the skin,2006.0,Males,Australian Capital Territory,73,53.6,65.1, ,C43
655,Incidence,Melanoma of the skin,2006.0,Males,Northern Territory,29,35.4,40.1, ,C43
656,Incidence,Melanoma of the skin,2006.0,Males,Australia,6105,60.8,74.1, ,C43
657,Incidence,Melanoma of the skin,2006.0,Females,New South Wales,1397,37.7,43.6, ,C43
658,Incidence,Melanoma of the skin,2006.0,Females,Victoria,974,34.7,40.4, ,C43
659,Incidence,Melanoma of the skin,2006.0,Females,Queensland,1027,49.3,56.2, ,C43
660,Incidence,Melanoma of the skin,2006.0,Females,Western Australia,458,43.6,50, ,C43
661,Incidence,Melanoma of the skin,2006.0,Females,South Australia,265,29.9,34.1, ,C43
662,Incidence,Melanoma of the skin,2006.0,Females,Tasmania,124,45,50, ,C43
663,Incidence,Melanoma of the skin,2006.0,Females,Australian Capital Territory,61,37.8,42.7, ,C43
664,Incidence,Melanoma of the skin,2006.0,Females,Northern Territory,19,24,25.9, ,C43
665,Incidence,Melanoma of the skin,2006.0,Females,Australia,4327,39.1,45, ,C43
666,Incidence,Melanoma of the skin,2006.0,Persons,New South Wales,3577,50.1,60, ,C43
667,Incidence,Melanoma of the skin,2006.0,Persons,Victoria,2194,41,49, ,C43
668,Incidence,Melanoma of the skin,2006.0,Persons,Queensland,2515,62.3,73.4, ,C43
669,Incidence,Melanoma of the skin,2006.0,Persons,Western Australia,1093,53.2,63.2, ,C43
670,Incidence,Melanoma of the skin,2006.0,Persons,South Australia,625,36.2,42.3, ,C43
671,Incidence,Melanoma of the skin,2006.0,Persons,Tasmania,251,47.3,54.3, ,C43
672,Incidence,Melanoma of the skin,2006.0,Persons,Australian Capital Territory,133,44.8,52.5, ,C43
673,Incidence,Melanoma of the skin,2006.0,Persons,Northern Territory,48,30.1,33.4, ,C43
674,Incidence,Melanoma of the skin,2006.0,Persons,Australia,10432,49,58.1, ,C43
675,Incidence,Melanoma of the skin,2007.0,Males,New South Wales,2127,61.8,76.7, ,C43
676,Incidence,Melanoma of the skin,2007.0,Males,Victoria,1188,46.3,56.6, ,C43
677,Incidence,Melanoma of the skin,2007.0,Males,Queensland,1592,79.5,96.7, ,C43
678,Incidence,Melanoma of the skin,2007.0,Males,Western Australia,576,56.5,68.1, ,C43
679,Incidence,Melanoma of the skin,2007.0,Males,South Australia,342,40.5,49.2, ,C43
680,Incidence,Melanoma of the skin,2007.0,Males,Tasmania,127,48,60.5, ,C43
681,Incidence,Melanoma of the skin,2007.0,Males,Australian Capital Territory,72,52.8,64.5, ,C43
682,Incidence,Melanoma of the skin,2007.0,Males,Northern Territory,30,35.8,40.7, ,C43
683,Incidence,Melanoma of the skin,2007.0,Males,Australia,6037,58.3,71.5, ,C43
684,Incidence,Melanoma of the skin,2007.0,Females,New South Wales,1420,37.5,43.2, ,C43
685,Incidence,Melanoma of the skin,2007.0,Females,Victoria,986,34.6,39.7, ,C43
686,Incidence,Melanoma of the skin,2007.0,Females,Queensland,1127,52.8,59.6, ,C43
687,Incidence,Melanoma of the skin,2007.0,Females,Western Australia,411,38,44.2, ,C43
688,Incidence,Melanoma of the skin,2007.0,Females,South Australia,280,30.7,34.4, ,C43
689,Incidence,Melanoma of the skin,2007.0,Females,Tasmania,110,38.3,42.8, ,C43
690,Incidence,Melanoma of the skin,2007.0,Females,Australian Capital Territory,59,36,40.6, ,C43
691,Incidence,Melanoma of the skin,2007.0,Females,Northern Territory,20,24.6,26.5, ,C43
692,Incidence,Melanoma of the skin,2007.0,Females,Australia,4403,39,44.5, ,C43
693,Incidence,Melanoma of the skin,2007.0,Persons,New South Wales,3547,48.4,58.1, ,C43
694,Incidence,Melanoma of the skin,2007.0,Persons,Victoria,2174,39.8,47.2, ,C43
695,Incidence,Melanoma of the skin,2007.0,Persons,Queensland,2719,65.2,76.7, ,C43
696,Incidence,Melanoma of the skin,2007.0,Persons,Western Australia,987,46.6,55.2, ,C43
697,Incidence,Melanoma of the skin,2007.0,Persons,South Australia,622,34.8,40.6, ,C43
698,Incidence,Melanoma of the skin,2007.0,Persons,Tasmania,237,41.9,49.7, ,C43
699,Incidence,Melanoma of the skin,2007.0,Persons,Australian Capital Territory,131,43.3,51, ,C43
700,Incidence,Melanoma of the skin,2007.0,Persons,Northern Territory,50,30.6,34.1, ,C43
701,Incidence,Melanoma of the skin,2007.0,Persons,Australia,10440,47.7,56.6, ,C43
702,Incidence,Melanoma of the skin,2008.0,Males,New South Wales,2154,61,75.1, ,C43
703,Incidence,Melanoma of the skin,2008.0,Males,Victoria,1247,47.6,58.6, ,C43
704,Incidence,Melanoma of the skin,2008.0,Males,Queensland,1773,86.3,104.1, ,C43
705,Incidence,Melanoma of the skin,2008.0,Males,Western Australia,661,63.7,78.2, ,C43
706,Incidence,Melanoma of the skin,2008.0,Males,South Australia,413,48.1,59.2, ,C43
707,Incidence,Melanoma of the skin,2008.0,Males,Tasmania,163,59.7,71, ,C43
708,Incidence,Melanoma of the skin,2008.0,Males,Australian Capital Territory,76,54.3,66.2, ,C43
709,Incidence,Melanoma of the skin,2008.0,Males,Northern Territory,29,35.5,41.4, ,C43
710,Incidence,Melanoma of the skin,2008.0,Males,Australia,6528,61.6,75.3, ,C43
711,Incidence,Melanoma of the skin,2008.0,Females,New South Wales,1489,38.3,44.9, ,C43
712,Incidence,Melanoma of the skin,2008.0,Females,Victoria,981,33.9,38.5, ,C43
713,Incidence,Melanoma of the skin,2008.0,Females,Queensland,1196,54.7,61.5, ,C43
714,Incidence,Melanoma of the skin,2008.0,Females,Western Australia,425,37.9,44.3, ,C43
715,Incidence,Melanoma of the skin,2008.0,Females,South Australia,325,34.2,39.3, ,C43
716,Incidence,Melanoma of the skin,2008.0,Females,Tasmania,114,41.1,45.7, ,C43
717,Incidence,Melanoma of the skin,2008.0,Females,Australian Capital Territory,62,37.4,42, ,C43
718,Incidence,Melanoma of the skin,2008.0,Females,Northern Territory,20,25.5,28.4, ,C43
719,Incidence,Melanoma of the skin,2008.0,Females,Australia,4608,39.9,45.7, ,C43
720,Incidence,Melanoma of the skin,2008.0,Persons,New South Wales,3643,48.5,58.3, ,C43
721,Incidence,Melanoma of the skin,2008.0,Persons,Victoria,2228,39.9,47.2, ,C43
722,Incidence,Melanoma of the skin,2008.0,Persons,Queensland,2969,69.3,81.1, ,C43
723,Incidence,Melanoma of the skin,2008.0,Persons,Western Australia,1086,49.8,59.6, ,C43
724,Incidence,Melanoma of the skin,2008.0,Persons,South Australia,738,40.1,47.8, ,C43
725,Incidence,Melanoma of the skin,2008.0,Persons,Tasmania,277,49.3,56.6, ,C43
726,Incidence,Melanoma of the skin,2008.0,Persons,Australian Capital Territory,139,44.7,52.5, ,C43
727,Incidence,Melanoma of the skin,2008.0,Persons,Northern Territory,49,30.9,35.4, ,C43
728,Incidence,Melanoma of the skin,2008.0,Persons,Australia,11136,49.6,58.9, ,C43
729,Incidence,Melanoma of the skin,2009.0,Males,New South Wales,2190,60.5,74.6, ,C43
730,Incidence,Melanoma of the skin,2009.0,Males,Victoria,1333,49.8,61.1, ,C43
731,Incidence,Melanoma of the skin,2009.0,Males,Queensland,1786,84.7,102.9, ,C43
732,Incidence,Melanoma of the skin,2009.0,Males,Western Australia,640,59.4,73.6, ,C43
733,Incidence,Melanoma of the skin,2009.0,Males,South Australia,381,44.2,53.3, ,C43
734,Incidence,Melanoma of the skin,2009.0,Males,Tasmania,160,57.9,68.3, ,C43
735,Incidence,Melanoma of the skin,2009.0,Males,Australian Capital Territory,77,53.6,65.6, ,C43
736,Incidence,Melanoma of the skin,2009.0,Males,Northern Territory,30,36.3,43, ,C43
737,Incidence,Melanoma of the skin,2009.0,Males,Australia,6602,60.8,74.4, ,C43
738,Incidence,Melanoma of the skin,2009.0,Females,New South Wales,1534,38.7,45.1, ,C43
739,Incidence,Melanoma of the skin,2009.0,Females,Victoria,1047,34.9,40.7, ,C43
740,Incidence,Melanoma of the skin,2009.0,Females,Queensland,1267,56.6,64.4, ,C43
741,Incidence,Melanoma of the skin,2009.0,Females,Western Australia,399,34.4,39.4, ,C43
742,Incidence,Melanoma of the skin,2009.0,Females,South Australia,289,29.7,34.8, ,C43
743,Incidence,Melanoma of the skin,2009.0,Females,Tasmania,115,39.3,43.8, ,C43
744,Incidence,Melanoma of the skin,2009.0,Females,Australian Capital Territory,57,33.7,37.9, ,C43
745,Incidence,Melanoma of the skin,2009.0,Females,Northern Territory,20,27.3,31.8, ,C43
746,Incidence,Melanoma of the skin,2009.0,Females,Australia,4710,39.8,45.9, ,C43
747,Incidence,Melanoma of the skin,2009.0,Persons,New South Wales,3724,48.6,58.5, ,C43
748,Incidence,Melanoma of the skin,2009.0,Persons,Victoria,2380,41.5,49.6, ,C43
749,Incidence,Melanoma of the skin,2009.0,Persons,Queensland,3053,69.6,82, ,C43
750,Incidence,Melanoma of the skin,2009.0,Persons,Western Australia,1039,46.1,55.4, ,C43
751,Incidence,Melanoma of the skin,2009.0,Persons,South Australia,670,36.3,43.1, ,C43
752,Incidence,Melanoma of the skin,2009.0,Persons,Tasmania,275,47.9,55.2, ,C43
753,Incidence,Melanoma of the skin,2009.0,Persons,Australian Capital Territory,135,42.3,49.8, ,C43
754,Incidence,Melanoma of the skin,2009.0,Persons,Northern Territory,50,32.3,38.1, ,C43
755,Incidence,Melanoma of the skin,2009.0,Persons,Australia,11312,49.3,58.8, ,C43
756,Incidence,Melanoma of the skin,2010.0,Males,New South Wales,2335,63.1,78.5, ,C43
757,Incidence,Melanoma of the skin,2010.0,Males,Victoria,1304,47.1,58, ,C43
758,Incidence,Melanoma of the skin,2010.0,Males,Queensland,1847,85.3,104.4, ,C43
759,Incidence,Melanoma of the skin,2010.0,Males,Western Australia,650,59.1,73.3, ,C43
760,Incidence,Melanoma of the skin,2010.0,Males,South Australia,386,43.4,52.3, ,C43
761,Incidence,Melanoma of the skin,2010.0,Males,Tasmania,158,54.8,66.7, ,C43
762,Incidence,Melanoma of the skin,2010.0,Males,Australian Capital Territory,74,50.7,62.6, ,C43
763,Incidence,Melanoma of the skin,2010.0,Males,Northern Territory,32,39.3,46.8, ,C43
764,Incidence,Melanoma of the skin,2010.0,Males,Australia,6804,61,75.2, ,C43
765,Incidence,Melanoma of the skin,2010.0,Females,New South Wales,1563,38.5,45.3, ,C43
766,Incidence,Melanoma of the skin,2010.0,Females,Victoria,972,31.8,37, ,C43
767,Incidence,Melanoma of the skin,2010.0,Females,Queensland,1270,54.6,62.7, ,C43
768,Incidence,Melanoma of the skin,2010.0,Females,Western Australia,389,32.6,38, ,C43
769,Incidence,Melanoma of the skin,2010.0,Females,South Australia,313,31.6,36.9, ,C43
770,Incidence,Melanoma of the skin,2010.0,Females,Tasmania,134,45,50.3, ,C43
771,Incidence,Melanoma of the skin,2010.0,Females,Australian Capital Territory,50,28.6,32.5, ,C43
772,Incidence,Melanoma of the skin,2010.0,Females,Northern Territory,21,26.3,30.1, ,C43
773,Incidence,Melanoma of the skin,2010.0,Females,Australia,4709,38.7,45, ,C43
774,Incidence,Melanoma of the skin,2010.0,Persons,New South Wales,3898,49.7,60.2, ,C43
775,Incidence,Melanoma of the skin,2010.0,Persons,Victoria,2276,38.7,46.4, ,C43
776,Incidence,Melanoma of the skin,2010.0,Persons,Queensland,3117,68.9,81.9, ,C43
777,Incidence,Melanoma of the skin,2010.0,Persons,Western Australia,1039,44.8,54.1, ,C43
778,Incidence,Melanoma of the skin,2010.0,Persons,South Australia,699,36.8,43.6, ,C43
779,Incidence,Melanoma of the skin,2010.0,Persons,Tasmania,292,49.4,57.7, ,C43
780,Incidence,Melanoma of the skin,2010.0,Persons,Australian Capital Territory,124,38.4,45.8, ,C43
781,Incidence,Melanoma of the skin,2010.0,Persons,Northern Territory,53,33.1,38.8, ,C43
782,Incidence,Melanoma of the skin,2010.0,Persons,Australia,11513,48.9,58.6, ,C43
783,Incidence,Melanoma of the skin,2011.0,Males,New South Wales,2398,62.6,78.3, ,C43
784,Incidence,Melanoma of the skin,2011.0,Males,Victoria,1172,41,50.1, ,C43
785,Incidence,Melanoma of the skin,2011.0,Males,Queensland,1925,85.6,104.4, ,C43
786,Incidence,Melanoma of the skin,2011.0,Males,Western Australia,667,58.6,72.7, ,C43
787,Incidence,Melanoma of the skin,2011.0,Males,South Australia,404,43.7,53.9, ,C43
788,Incidence,Melanoma of the skin,2011.0,Males,Tasmania,132,45,54.7, ,C43
789,Incidence,Melanoma of the skin,2011.0,Males,Australian Capital Territory,76,50.6,62.6, ,C43
790,Incidence,Melanoma of the skin,2011.0,Males,Northern Territory,33,41.3,49.7, ,C43
791,Incidence,Melanoma of the skin,2011.0,Males,Australia,6803,59,72.7, ,C43
792,Incidence,Melanoma of the skin,2011.0,Females,New South Wales,1616,39.2,46.4, ,C43
793,Incidence,Melanoma of the skin,2011.0,Females,Victoria,900,28.6,33.5, ,C43
794,Incidence,Melanoma of the skin,2011.0,Females,Queensland,1381,58.2,66.5, ,C43
795,Incidence,Melanoma of the skin,2011.0,Females,Western Australia,449,36.2,42.4, ,C43
796,Incidence,Melanoma of the skin,2011.0,Females,South Australia,290,28.7,33.8, ,C43
797,Incidence,Melanoma of the skin,2011.0,Females,Tasmania,129,43.2,49.2, ,C43
798,Incidence,Melanoma of the skin,2011.0,Females,Australian Capital Territory,48,26.9,30.8, ,C43
799,Incidence,Melanoma of the skin,2011.0,Females,Northern Territory,22,26.9,31.2, ,C43
800,Incidence,Melanoma of the skin,2011.0,Females,Australia,4842,39,45.4, ,C43
801,Incidence,Melanoma of the skin,2011.0,Persons,New South Wales,4014,49.8,60.6, ,C43
802,Incidence,Melanoma of the skin,2011.0,Persons,Victoria,2072,34.3,41.1, ,C43
803,Incidence,Melanoma of the skin,2011.0,Persons,Queensland,3306,71.1,84.2, ,C43
804,Incidence,Melanoma of the skin,2011.0,Persons,Western Australia,1116,46.5,56.2, ,C43
805,Incidence,Melanoma of the skin,2011.0,Persons,South Australia,694,35.7,43, ,C43
806,Incidence,Melanoma of the skin,2011.0,Persons,Tasmania,261,43.5,51.1, ,C43
807,Incidence,Melanoma of the skin,2011.0,Persons,Australian Capital Territory,124,37.5,44.9, ,C43
808,Incidence,Melanoma of the skin,2011.0,Persons,Northern Territory,55,34.5,41, ,C43
809,Incidence,Melanoma of the skin,2011.0,Persons,Australia,11645,48.1,57.8, ,C43
810,Incidence,Melanoma of the skin,2012.0,Males,New South Wales,2489,63.8,79.4, ,C43
811,Incidence,Melanoma of the skin,2012.0,Males,Victoria,1291,44.2,54.4, ,C43
812,Incidence,Melanoma of the skin,2012.0,Males,Queensland,2017,87.9,107.2, ,C43
813,Incidence,Melanoma of the skin,2012.0,Males,Western Australia,696,58.9,73.7, ,C43
814,Incidence,Melanoma of the skin,2012.0,Males,South Australia,394,41.8,51.9, ,C43
815,Incidence,Melanoma of the skin,2012.0,Males,Tasmania,146,48.8,57.7, ,C43
816,Incidence,Melanoma of the skin,2012.0,Males,Australian Capital Territory,79,51.2,64.1, ,C43
817,Incidence,Melanoma of the skin,2012.0,Males,Northern Territory,37,46.4,56.5, ,C43
818,Incidence,Melanoma of the skin,2012.0,Males,Australia,7156,60.7,74.9, ,C43
819,Incidence,Melanoma of the skin,2012.0,Females,New South Wales,1699,40.4,47.2, ,C43
820,Incidence,Melanoma of the skin,2012.0,Females,Victoria,987,30.7,35.7, ,C43
821,Incidence,Melanoma of the skin,2012.0,Females,Queensland,1428,58.3,67.5, ,C43
822,Incidence,Melanoma of the skin,2012.0,Females,Western Australia,453,35.8,41.3, ,C43
823,Incidence,Melanoma of the skin,2012.0,Females,South Australia,305,30.3,35.4, ,C43
824,Incidence,Melanoma of the skin,2012.0,Females,Tasmania,109,34,40.2, ,C43
825,Incidence,Melanoma of the skin,2012.0,Females,Australian Capital Territory,54,29.2,33.5, ,C43
826,Incidence,Melanoma of the skin,2012.0,Females,Northern Territory,23,28.7,34.2, ,C43
827,Incidence,Melanoma of the skin,2012.0,Females,Australia,5083,39.9,46.5, ,C43
828,Incidence,Melanoma of the skin,2012.0,Persons,New South Wales,4188,51.1,61.8, ,C43
829,Incidence,Melanoma of the skin,2012.0,Persons,Victoria,2278,36.8,44.1, ,C43
830,Incidence,Melanoma of the skin,2012.0,Persons,Queensland,3445,72.2,86, ,C43
831,Incidence,Melanoma of the skin,2012.0,Persons,Western Australia,1149,46.5,56.3, ,C43
832,Incidence,Melanoma of the skin,2012.0,Persons,South Australia,699,35.5,42.8, ,C43
833,Incidence,Melanoma of the skin,2012.0,Persons,Tasmania,255,41.3,48.8, ,C43
834,Incidence,Melanoma of the skin,2012.0,Persons,Australian Capital Territory,132,38.9,47, ,C43
835,Incidence,Melanoma of the skin,2012.0,Persons,Northern Territory,60,38.3,46.4, ,C43
836,Incidence,Melanoma of the skin,2012.0,Persons,Australia,12239,49.5,59.4, ,C43
837,Incidence,Melanoma of the skin,2013.0,Males,New South Wales,2540,63.7,79.3, ,C43
838,Incidence,Melanoma of the skin,2013.0,Males,Victoria,1329,44.2,55.1, ,C43
839,Incidence,Melanoma of the skin,2013.0,Males,Queensland,2168,91.1,112.1, ,C43
840,Incidence,Melanoma of the skin,2013.0,Males,Western Australia,785,65.2,80.7, ,C43
841,Incidence,Melanoma of the skin,2013.0,Males,South Australia,438,45.7,57.2, ,C43
842,Incidence,Melanoma of the skin,2013.0,Males,Tasmania,138,45.7,55.7, ,C43
843,Incidence,Melanoma of the skin,2013.0,Males,Australian Capital Territory,81,50.4,63.3, ,C43
844,Incidence,Melanoma of the skin,2013.0,Males,Northern Territory,39,46.9,58.1, ,C43
845,Incidence,Melanoma of the skin,2013.0,Males,Australia,7533,62.2,77.2, ,C43
846,Incidence,Melanoma of the skin,2013.0,Females,New South Wales,1767,41,48.2, ,C43
847,Incidence,Melanoma of the skin,2013.0,Females,Victoria,1000,30.1,35.5, ,C43
848,Incidence,Melanoma of the skin,2013.0,Females,Queensland,1528,61.7,69.9, ,C43
849,Incidence,Melanoma of the skin,2013.0,Females,Western Australia,535,41.3,49.2, ,C43
850,Incidence,Melanoma of the skin,2013.0,Females,South Australia,286,28,32.2, ,C43
851,Incidence,Melanoma of the skin,2013.0,Females,Tasmania,136,43.5,49.8, ,C43
852,Incidence,Melanoma of the skin,2013.0,Females,Australian Capital Territory,54,29,34, ,C43
853,Incidence,Melanoma of the skin,2013.0,Females,Northern Territory,24,29.3,35.4, ,C43
854,Incidence,Melanoma of the skin,2013.0,Females,Australia,5340,41.1,47.8, ,C43
855,Incidence,Melanoma of the skin,2013.0,Persons,New South Wales,4307,51.5,62.4, ,C43
856,Incidence,Melanoma of the skin,2013.0,Persons,Victoria,2329,36.5,44.3, ,C43
857,Incidence,Melanoma of the skin,2013.0,Persons,Queensland,3696,75.5,89.8, ,C43
858,Incidence,Melanoma of the skin,2013.0,Persons,Western Australia,1320,52.4,63.6, ,C43
859,Incidence,Melanoma of the skin,2013.0,Persons,South Australia,724,36,43.3, ,C43
860,Incidence,Melanoma of the skin,2013.0,Persons,Tasmania,274,44,51.9, ,C43
861,Incidence,Melanoma of the skin,2013.0,Persons,Australian Capital Territory,135,38.6,47, ,C43
862,Incidence,Melanoma of the skin,2013.0,Persons,Northern Territory,63,38.8,47.7, ,C43
863,Incidence,Melanoma of the skin,2013.0,Persons,Australia,12873,50.8,61.3, ,C43
864,Incidence,Melanoma of the skin,2014.0,Males,New South Wales,2558,63.2,78.4, ,C43
865,Incidence,Melanoma of the skin,2014.0,Males,Victoria,1401,45.4,56.3, ,C43
866,Incidence,Melanoma of the skin,2014.0,Males,Queensland,2205,90.6,111.9, ,C43
867,Incidence,Melanoma of the skin,2014.0,Males,Western Australia,774,61.9,77.2, ,C43
868,Incidence,Melanoma of the skin,2014.0,Males,South Australia,482,49.6,61.4, ,C43
869,Incidence,Melanoma of the skin,2014.0,Males,Tasmania,163,51.2,63.7, ,C43
870,Incidence,Melanoma of the skin,2014.0,Males,Australian Capital Territory,81,49.8,62.9, ,C43
871,Incidence,Melanoma of the skin,2014.0,Males,Northern Territory,43,52.1,65.4, ,C43
872,Incidence,Melanoma of the skin,2014.0,Males,Australia,7718,62.3,77.3, ,C43
873,Incidence,Melanoma of the skin,2014.0,Females,New South Wales,1797,41.1,48.2, ,C43
874,Incidence,Melanoma of the skin,2014.0,Females,Victoria,1064,31.5,36.9, ,C43
875,Incidence,Melanoma of the skin,2014.0,Females,Queensland,1505,59.1,67.8, ,C43
876,Incidence,Melanoma of the skin,2014.0,Females,Western Australia,532,40.3,47, ,C43
877,Incidence,Melanoma of the skin,2014.0,Females,South Australia,313,30.1,35.2, ,C43
878,Incidence,Melanoma of the skin,2014.0,Females,Tasmania,169,51.3,60.4, ,C43
879,Incidence,Melanoma of the skin,2014.0,Females,Australian Capital Territory,63,33,38.8, ,C43
880,Incidence,Melanoma of the skin,2014.0,Females,Northern Territory,25,28.1,33.1, ,C43
881,Incidence,Melanoma of the skin,2014.0,Females,Australia,5486,41.4,48.2, ,C43
882,Incidence,Melanoma of the skin,2014.0,Persons,New South Wales,4355,51.2,61.9, ,C43
883,Incidence,Melanoma of the skin,2014.0,Persons,Victoria,2465,37.8,45.6, ,C43
884,Incidence,Melanoma of the skin,2014.0,Persons,Queensland,3710,73.7,88.2, ,C43
885,Incidence,Melanoma of the skin,2014.0,Persons,Western Australia,1306,50.3,60.9, ,C43
886,Incidence,Melanoma of the skin,2014.0,Persons,South Australia,795,39,47, ,C43
887,Incidence,Melanoma of the skin,2014.0,Persons,Tasmania,332,51,61.6, ,C43
888,Incidence,Melanoma of the skin,2014.0,Persons,Australian Capital Territory,144,40.3,49.3, ,C43
889,Incidence,Melanoma of the skin,2014.0,Persons,Northern Territory,68,40.7,50.1, ,C43
890,Incidence,Melanoma of the skin,2014.0,Persons,Australia,13204,51,61.4, ,C43
891,Incidence,Melanoma of the skin,2015.0,Males,New South Wales,2581,61.7,77.3, ,C43
892,Incidence,Melanoma of the skin,2015.0,Males,Victoria,1532,48.2,60.1, ,C43
893,Incidence,Melanoma of the skin,2015.0,Males,Queensland,2195,88.2,107.5, ,C43
894,Incidence,Melanoma of the skin,2015.0,Males,Western Australia,900,71.2,88.2, ,C43
895,Incidence,Melanoma of the skin,2015.0,Males,South Australia,474,47.6,59, ,C43
896,Incidence,Melanoma of the skin,2015.0,Males,Tasmania,166,52,64.6, ,C43
897,Incidence,Melanoma of the skin,2015.0,Males,Australian Capital Territory,84,49.5,62.4, ,C43
