,Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)","Age-standardised rate
2001 Australian Standard Population (per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)","Age-standardised rate
 (WHO) (per 100,000)","Age-standardised rate
 (Segi) (per 100,000)",ICD10 codes
2107,Actual,Melanoma of the skin,2003,Persons,35_39,493.0,34.0,. .,. .,. .,. .,C43
2108,Actual,Melanoma of the skin,2003,Persons,40_44,643.0,42.3,. .,. .,. .,. .,C43
2109,Actual,Melanoma of the skin,2003,Persons,45_49,768.0,55.0,. .,. .,. .,. .,C43
2110,Actual,Melanoma of the skin,2003,Persons,50_54,940.0,72.5,. .,. .,. .,. .,C43
2111,Actual,Melanoma of the skin,2003,Persons,55_59,1102.0,96.3,. .,. .,. .,. .,C43
2112,Actual,Melanoma of the skin,2003,Persons,60_64,865.0,100.5,. .,. .,. .,. .,C43
2113,Actual,Melanoma of the skin,2003,Persons,65_69,888.0,124.8,. .,. .,. .,. .,C43
2114,Actual,Melanoma of the skin,2003,Persons,70_74,961.0,153.7,. .,. .,. .,. .,C43
2115,Actual,Melanoma of the skin,2003,Persons,75_79,951.0,178.6,. .,. .,. .,. .,C43
2116,Actual,Melanoma of the skin,2003,Persons,80_84,658.0,181.4,. .,. .,. .,. .,C43
2117,Actual,Melanoma of the skin,2003,Persons,85_89,364.0,194.1,. .,. .,. .,. .,C43
2118,Actual,Melanoma of the skin,2003,Persons,90+,134.0,145.8,. .,. .,. .,. .,C43
2119,Actual,Melanoma of the skin,2003,Persons,All ages combined,9604.0,48.7,47.8,55.9,37.8,34.1,C43
2120,Actual,Melanoma of the skin,2004,Persons,00_04,0.0,0.0,. .,. .,. .,. .,C43
2121,Actual,Melanoma of the skin,2004,Persons,05_09,0.0,0.0,. .,. .,. .,. .,C43
2122,Actual,Melanoma of the skin,2004,Persons,10_14,9.0,0.7,. .,. .,. .,. .,C43
2123,Actual,Melanoma of the skin,2004,Persons,15_19,65.0,4.8,. .,. .,. .,. .,C43
2124,Actual,Melanoma of the skin,2004,Persons,20_24,170.0,12.3,. .,. .,. .,. .,C43
2125,Actual,Melanoma of the skin,2004,Persons,25_29,253.0,18.8,. .,. .,. .,. .,C43
2126,Actual,Melanoma of the skin,2004,Persons,30_34,412.0,27.3,. .,. .,. .,. .,C43
2127,Actual,Melanoma of the skin,2004,Persons,35_39,442.0,30.5,. .,. .,. .,. .,C43
2128,Actual,Melanoma of the skin,2004,Persons,40_44,587.0,38.4,. .,. .,. .,. .,C43
2129,Actual,Melanoma of the skin,2004,Persons,45_49,790.0,55.5,. .,. .,. .,. .,C43
2130,Actual,Melanoma of the skin,2004,Persons,50_54,916.0,69.9,. .,. .,. .,. .,C43
2131,Actual,Melanoma of the skin,2004,Persons,55_59,1084.0,91.3,. .,. .,. .,. .,C43
2132,Actual,Melanoma of the skin,2004,Persons,60_64,1011.0,112.9,. .,. .,. .,. .,C43
2133,Actual,Melanoma of the skin,2004,Persons,65_69,996.0,135.9,. .,. .,. .,. .,C43
2134,Actual,Melanoma of the skin,2004,Persons,70_74,911.0,146.8,. .,. .,. .,. .,C43
2135,Actual,Melanoma of the skin,2004,Persons,75_79,969.0,179.6,. .,. .,. .,. .,C43
2136,Actual,Melanoma of the skin,2004,Persons,80_84,741.0,195.2,. .,. .,. .,. .,C43
2137,Actual,Melanoma of the skin,2004,Persons,85_89,359.0,189.3,. .,. .,. .,. .,C43
2138,Actual,Melanoma of the skin,2004,Persons,90+,161.0,166.7,. .,. .,. .,. .,C43
2139,Actual,Melanoma of the skin,2004,Persons,All ages combined,9876.0,49.5,48.2,56.7,38.1,34.4,C43
2140,Actual,Melanoma of the skin,2005,Persons,00_04,1.0,0.1,. .,. .,. .,. .,C43
2141,Actual,Melanoma of the skin,2005,Persons,05_09,3.0,0.2,. .,. .,. .,. .,C43
2142,Actual,Melanoma of the skin,2005,Persons,10_14,6.0,0.4,. .,. .,. .,. .,C43
2143,Actual,Melanoma of the skin,2005,Persons,15_19,60.0,4.3,. .,. .,. .,. .,C43
2144,Actual,Melanoma of the skin,2005,Persons,20_24,136.0,9.6,. .,. .,. .,. .,C43
2145,Actual,Melanoma of the skin,2005,Persons,25_29,290.0,21.4,. .,. .,. .,. .,C43
2146,Actual,Melanoma of the skin,2005,Persons,30_34,412.0,27.5,. .,. .,. .,. .,C43
2147,Actual,Melanoma of the skin,2005,Persons,35_39,483.0,32.9,. .,. .,. .,. .,C43
2148,Actual,Melanoma of the skin,2005,Persons,40_44,690.0,45.2,. .,. .,. .,. .,C43
2149,Actual,Melanoma of the skin,2005,Persons,45_49,872.0,60.1,. .,. .,. .,. .,C43
2150,Actual,Melanoma of the skin,2005,Persons,50_54,966.0,72.9,. .,. .,. .,. .,C43
2151,Actual,Melanoma of the skin,2005,Persons,55_59,1172.0,95.6,. .,. .,. .,. .,C43
2152,Actual,Melanoma of the skin,2005,Persons,60_64,1097.0,117.3,. .,. .,. .,. .,C43
2153,Actual,Melanoma of the skin,2005,Persons,65_69,1109.0,146.9,. .,. .,. .,. .,C43
2154,Actual,Melanoma of the skin,2005,Persons,70_74,1029.0,166.2,. .,. .,. .,. .,C43
2155,Actual,Melanoma of the skin,2005,Persons,75_79,1060.0,194.9,. .,. .,. .,. .,C43
2156,Actual,Melanoma of the skin,2005,Persons,80_84,832.0,212.3,. .,. .,. .,. .,C43
2157,Actual,Melanoma of the skin,2005,Persons,85_89,408.0,204.3,. .,. .,. .,. .,C43
2158,Actual,Melanoma of the skin,2005,Persons,90+,202.0,197.2,. .,. .,. .,. .,C43
2159,Actual,Melanoma of the skin,2005,Persons,All ages combined,10828.0,53.7,51.8,61.1,40.8,36.8,C43
2160,Actual,Melanoma of the skin,2006,Persons,00_04,0.0,0.0,. .,. .,. .,. .,C43
2161,Actual,Melanoma of the skin,2006,Persons,05_09,0.0,0.0,. .,. .,. .,. .,C43
2162,Actual,Melanoma of the skin,2006,Persons,10_14,6.0,0.4,. .,. .,. .,. .,C43
2163,Actual,Melanoma of the skin,2006,Persons,15_19,58.0,4.2,. .,. .,. .,. .,C43
2164,Actual,Melanoma of the skin,2006,Persons,20_24,139.0,9.6,. .,. .,. .,. .,C43
2165,Actual,Melanoma of the skin,2006,Persons,25_29,251.0,18.2,. .,. .,. .,. .,C43
2166,Actual,Melanoma of the skin,2006,Persons,30_34,381.0,25.8,. .,. .,. .,. .,C43
2167,Actual,Melanoma of the skin,2006,Persons,35_39,471.0,31.2,. .,. .,. .,. .,C43
2168,Actual,Melanoma of the skin,2006,Persons,40_44,613.0,40.4,. .,. .,. .,. .,C43
2169,Actual,Melanoma of the skin,2006,Persons,45_49,782.0,52.9,. .,. .,. .,. .,C43
2170,Actual,Melanoma of the skin,2006,Persons,50_54,892.0,66.2,. .,. .,. .,. .,C43
2171,Actual,Melanoma of the skin,2006,Persons,55_59,1140.0,90.6,. .,. .,. .,. .,C43
2172,Actual,Melanoma of the skin,2006,Persons,60_64,1033.0,105.5,. .,. .,. .,. .,C43
2173,Actual,Melanoma of the skin,2006,Persons,65_69,1071.0,138.5,. .,. .,. .,. .,C43
2174,Actual,Melanoma of the skin,2006,Persons,70_74,1042.0,167.0,. .,. .,. .,. .,C43
2175,Actual,Melanoma of the skin,2006,Persons,75_79,1128.0,206.3,. .,. .,. .,. .,C43
2176,Actual,Melanoma of the skin,2006,Persons,80_84,774.0,192.8,. .,. .,. .,. .,C43
2177,Actual,Melanoma of the skin,2006,Persons,85_89,426.0,200.8,. .,. .,. .,. .,C43
2178,Actual,Melanoma of the skin,2006,Persons,90+,225.0,211.2,. .,. .,. .,. .,C43
2179,Actual,Melanoma of the skin,2006,Persons,All ages combined,10432.0,51.0,49,58.1,38.2,34.4,C43
2180,Actual,Melanoma of the skin,2007,Persons,00_04,0.0,0.0,. .,. .,. .,. .,C43
2181,Actual,Melanoma of the skin,2007,Persons,05_09,1.0,0.1,. .,. .,. .,. .,C43
2182,Actual,Melanoma of the skin,2007,Persons,10_14,7.0,0.5,. .,. .,. .,. .,C43
2183,Actual,Melanoma of the skin,2007,Persons,15_19,37.0,2.6,. .,. .,. .,. .,C43
2184,Actual,Melanoma of the skin,2007,Persons,20_24,139.0,9.4,. .,. .,. .,. .,C43
2185,Actual,Melanoma of the skin,2007,Persons,25_29,203.0,14.2,. .,. .,. .,. .,C43
2186,Actual,Melanoma of the skin,2007,Persons,30_34,339.0,23.3,. .,. .,. .,. .,C43
2187,Actual,Melanoma of the skin,2007,Persons,35_39,480.0,30.9,. .,. .,. .,. .,C43
2188,Actual,Melanoma of the skin,2007,Persons,40_44,572.0,38.0,. .,. .,. .,. .,C43
2189,Actual,Melanoma of the skin,2007,Persons,45_49,820.0,54.3,. .,. .,. .,. .,C43
2190,Actual,Melanoma of the skin,2007,Persons,50_54,930.0,67.7,. .,. .,. .,. .,C43
2191,Actual,Melanoma of the skin,2007,Persons,55_59,1125.0,89.7,. .,. .,. .,. .,C43
2192,Actual,Melanoma of the skin,2007,Persons,60_64,1163.0,110.2,. .,. .,. .,. .,C43
2193,Actual,Melanoma of the skin,2007,Persons,65_69,1069.0,133.5,. .,. .,. .,. .,C43
2194,Actual,Melanoma of the skin,2007,Persons,70_74,1026.0,160.3,. .,. .,. .,. .,C43
2195,Actual,Melanoma of the skin,2007,Persons,75_79,1006.0,183.7,. .,. .,. .,. .,C43
2196,Actual,Melanoma of the skin,2007,Persons,80_84,868.0,211.3,. .,. .,. .,. .,C43
2197,Actual,Melanoma of the skin,2007,Persons,85_89,456.0,201.6,. .,. .,. .,. .,C43
2198,Actual,Melanoma of the skin,2007,Persons,90+,199.0,179.3,. .,. .,. .,. .,C43
2199,Actual,Melanoma of the skin,2007,Persons,All ages combined,10440.0,50.1,47.7,56.6,37.2,33.4,C43
2200,Actual,Melanoma of the skin,2008,Persons,00_04,0.0,0.0,. .,. .,. .,. .,C43
2201,Actual,Melanoma of the skin,2008,Persons,05_09,2.0,0.1,. .,. .,. .,. .,C43
2202,Actual,Melanoma of the skin,2008,Persons,10_14,5.0,0.4,. .,. .,. .,. .,C43
2203,Actual,Melanoma of the skin,2008,Persons,15_19,42.0,2.9,. .,. .,. .,. .,C43
2204,Actual,Melanoma of the skin,2008,Persons,20_24,139.0,9.1,. .,. .,. .,. .,C43
2205,Actual,Melanoma of the skin,2008,Persons,25_29,209.0,13.9,. .,. .,. .,. .,C43
2206,Actual,Melanoma of the skin,2008,Persons,30_34,328.0,22.5,. .,. .,. .,. .,C43
2207,Actual,Melanoma of the skin,2008,Persons,35_39,533.0,33.5,. .,. .,. .,. .,C43
2208,Actual,Melanoma of the skin,2008,Persons,40_44,629.0,41.9,. .,. .,. .,. .,C43
2209,Actual,Melanoma of the skin,2008,Persons,45_49,814.0,52.9,. .,. .,. .,. .,C43
2210,Actual,Melanoma of the skin,2008,Persons,50_54,1026.0,73.4,. .,. .,. .,. .,C43
2211,Actual,Melanoma of the skin,2008,Persons,55_59,1167.0,92.0,. .,. .,. .,. .,C43
2212,Actual,Melanoma of the skin,2008,Persons,60_64,1289.0,115.3,. .,. .,. .,. .,C43
2213,Actual,Melanoma of the skin,2008,Persons,65_69,1182.0,142.9,. .,. .,. .,. .,C43
2214,Actual,Melanoma of the skin,2008,Persons,70_74,1034.0,157.2,. .,. .,. .,. .,C43
2215,Actual,Melanoma of the skin,2008,Persons,75_79,1034.0,189.1,. .,. .,. .,. .,C43
2216,Actual,Melanoma of the skin,2008,Persons,80_84,974.0,231.6,. .,. .,. .,. .,C43
2217,Actual,Melanoma of the skin,2008,Persons,85_89,509.0,212.9,. .,. .,. .,. .,C43
2218,Actual,Melanoma of the skin,2008,Persons,90+,220.0,193.9,. .,. .,. .,. .,C43
2219,Actual,Melanoma of the skin,2008,Persons,All ages combined,11136.0,52.4,49.6,58.9,38.6,34.7,C43
2220,Actual,Melanoma of the skin,2009,Persons,00_04,1.0,0.1,. .,. .,. .,. .,C43
2221,Actual,Melanoma of the skin,2009,Persons,05_09,1.0,0.1,. .,. .,. .,. .,C43
2222,Actual,Melanoma of the skin,2009,Persons,10_14,12.0,0.9,. .,. .,. .,. .,C43
2223,Actual,Melanoma of the skin,2009,Persons,15_19,55.0,3.8,. .,. .,. .,. .,C43
2224,Actual,Melanoma of the skin,2009,Persons,20_24,124.0,7.8,. .,. .,. .,. .,C43
2225,Actual,Melanoma of the skin,2009,Persons,25_29,225.0,14.3,. .,. .,. .,. .,C43
2226,Actual,Melanoma of the skin,2009,Persons,30_34,324.0,21.9,. .,. .,. .,. .,C43
2227,Actual,Melanoma of the skin,2009,Persons,35_39,513.0,32.0,. .,. .,. .,. .,C43
2228,Actual,Melanoma of the skin,2009,Persons,40_44,614.0,40.6,. .,. .,. .,. .,C43
2229,Actual,Melanoma of the skin,2009,Persons,45_49,800.0,51.5,. .,. .,. .,. .,C43
2230,Actual,Melanoma of the skin,2009,Persons,50_54,972.0,68.0,. .,. .,. .,. .,C43
2231,Actual,Melanoma of the skin,2009,Persons,55_59,1166.0,90.6,. .,. .,. .,. .,C43
2232,Actual,Melanoma of the skin,2009,Persons,60_64,1323.0,114.3,. .,. .,. .,. .,C43
2233,Actual,Melanoma of the skin,2009,Persons,65_69,1167.0,134.8,. .,. .,. .,. .,C43
2234,Actual,Melanoma of the skin,2009,Persons,70_74,1200.0,176.4,. .,. .,. .,. .,C43
2235,Actual,Melanoma of the skin,2009,Persons,75_79,1113.0,203.3,. .,. .,. .,. .,C43
2236,Actual,Melanoma of the skin,2009,Persons,80_84,913.0,213.0,. .,. .,. .,. .,C43
2237,Actual,Melanoma of the skin,2009,Persons,85_89,563.0,223.2,. .,. .,. .,. .,C43
2238,Actual,Melanoma of the skin,2009,Persons,90+,226.0,194.8,. .,. .,. .,. .,C43
2239,Actual,Melanoma of the skin,2009,Persons,All ages combined,11312.0,52.1,49.3,58.8,38.2,34.3,C43
2240,Actual,Melanoma of the skin,2010,Persons,00_04,2.0,0.1,. .,. .,. .,. .,C43
2241,Actual,Melanoma of the skin,2010,Persons,05_09,2.0,0.1,. .,. .,. .,. .,C43
2242,Actual,Melanoma of the skin,2010,Persons,10_14,5.0,0.4,. .,. .,. .,. .,C43
2243,Actual,Melanoma of the skin,2010,Persons,15_19,31.0,2.1,. .,. .,. .,. .,C43
2244,Actual,Melanoma of the skin,2010,Persons,20_24,89.0,5.5,. .,. .,. .,. .,C43
2245,Actual,Melanoma of the skin,2010,Persons,25_29,247.0,15.2,. .,. .,. .,. .,C43
2246,Actual,Melanoma of the skin,2010,Persons,30_34,324.0,21.6,. .,. .,. .,. .,C43
2247,Actual,Melanoma of the skin,2010,Persons,35_39,451.0,28.2,. .,. .,. .,. .,C43
2248,Actual,Melanoma of the skin,2010,Persons,40_44,614.0,39.9,. .,. .,. .,. .,C43
2249,Actual,Melanoma of the skin,2010,Persons,45_49,758.0,48.8,. .,. .,. .,. .,C43
2250,Actual,Melanoma of the skin,2010,Persons,50_54,991.0,67.8,. .,. .,. .,. .,C43
2251,Actual,Melanoma of the skin,2010,Persons,55_59,1149.0,87.8,. .,. .,. .,. .,C43
2252,Actual,Melanoma of the skin,2010,Persons,60_64,1393.0,116.6,. .,. .,. .,. .,C43
2253,Actual,Melanoma of the skin,2010,Persons,65_69,1322.0,145.5,. .,. .,. .,. .,C43
2254,Actual,Melanoma of the skin,2010,Persons,70_74,1191.0,169.0,. .,. .,. .,. .,C43
2255,Actual,Melanoma of the skin,2010,Persons,75_79,1103.0,200.6,. .,. .,. .,. .,C43
2256,Actual,Melanoma of the skin,2010,Persons,80_84,982.0,224.7,. .,. .,. .,. .,C43
2257,Actual,Melanoma of the skin,2010,Persons,85_89,603.0,229.2,. .,. .,. .,. .,C43
2258,Actual,Melanoma of the skin,2010,Persons,90+,256.0,207.4,. .,. .,. .,. .,C43
2259,Actual,Melanoma of the skin,2010,Persons,All ages combined,11513.0,52.3,48.9,58.6,37.6,33.8,C43
2260,Actual,Melanoma of the skin,2011,Persons,00_04,1.0,0.1,. .,. .,. .,. .,C43
2261,Actual,Melanoma of the skin,2011,Persons,05_09,3.0,0.2,. .,. .,. .,. .,C43
2262,Actual,Melanoma of the skin,2011,Persons,10_14,7.0,0.5,. .,. .,. .,. .,C43
2263,Actual,Melanoma of the skin,2011,Persons,15_19,38.0,2.6,. .,. .,. .,. .,C43
2264,Actual,Melanoma of the skin,2011,Persons,20_24,103.0,6.4,. .,. .,. .,. .,C43
2265,Actual,Melanoma of the skin,2011,Persons,25_29,213.0,12.8,. .,. .,. .,. .,C43
2266,Actual,Melanoma of the skin,2011,Persons,30_34,281.0,18.3,. .,. .,. .,. .,C43
2267,Actual,Melanoma of the skin,2011,Persons,35_39,467.0,29.7,. .,. .,. .,. .,C43
2268,Actual,Melanoma of the skin,2011,Persons,40_44,626.0,39.4,. .,. .,. .,. .,C43
2269,Actual,Melanoma of the skin,2011,Persons,45_49,782.0,50.7,. .,. .,. .,. .,C43
2270,Actual,Melanoma of the skin,2011,Persons,50_54,940.0,62.9,. .,. .,. .,. .,C43
2271,Actual,Melanoma of the skin,2011,Persons,55_59,1152.0,86.2,. .,. .,. .,. .,C43
2272,Actual,Melanoma of the skin,2011,Persons,60_64,1503.0,122.6,. .,. .,. .,. .,C43
2273,Actual,Melanoma of the skin,2011,Persons,65_69,1403.0,147.0,. .,. .,. .,. .,C43
2274,Actual,Melanoma of the skin,2011,Persons,70_74,1292.0,177.6,. .,. .,. .,. .,C43
2275,Actual,Melanoma of the skin,2011,Persons,75_79,992.0,177.7,. .,. .,. .,. .,C43
2276,Actual,Melanoma of the skin,2011,Persons,80_84,970.0,218.5,. .,. .,. .,. .,C43
2277,Actual,Melanoma of the skin,2011,Persons,85_89,599.0,220.0,. .,. .,. .,. .,C43
2278,Actual,Melanoma of the skin,2011,Persons,90+,273.0,207.9,. .,. .,. .,. .,C43
2279,Actual,Melanoma of the skin,2011,Persons,All ages combined,11645.0,52.1,48.1,57.8,37.2,33.5,C43
2280,Actual,Melanoma of the skin,2012,Persons,00_04,1.0,0.1,. .,. .,. .,. .,C43
2281,Actual,Melanoma of the skin,2012,Persons,05_09,0.0,0.0,. .,. .,. .,. .,C43
2282,Actual,Melanoma of the skin,2012,Persons,10_14,3.0,0.2,. .,. .,. .,. .,C43
2283,Actual,Melanoma of the skin,2012,Persons,15_19,34.0,2.3,. .,. .,. .,. .,C43
2284,Actual,Melanoma of the skin,2012,Persons,20_24,114.0,7.0,. .,. .,. .,. .,C43
2285,Actual,Melanoma of the skin,2012,Persons,25_29,231.0,13.6,. .,. .,. .,. .,C43
2286,Actual,Melanoma of the skin,2012,Persons,30_34,334.0,21.0,. .,. .,. .,. .,C43
2287,Actual,Melanoma of the skin,2012,Persons,35_39,450.0,28.9,. .,. .,. .,. .,C43
2288,Actual,Melanoma of the skin,2012,Persons,40_44,658.0,40.3,. .,. .,. .,. .,C43
2289,Actual,Melanoma of the skin,2012,Persons,45_49,774.0,50.5,. .,. .,. .,. .,C43
2290,Actual,Melanoma of the skin,2012,Persons,50_54,1062.0,69.7,. .,. .,. .,. .,C43
2291,Actual,Melanoma of the skin,2012,Persons,55_59,1193.0,87.5,. .,. .,. .,. .,C43
2292,Actual,Melanoma of the skin,2012,Persons,60_64,1437.0,117.2,. .,. .,. .,. .,C43
2293,Actual,Melanoma of the skin,2012,Persons,65_69,1535.0,150.2,. .,. .,. .,. .,C43
2294,Actual,Melanoma of the skin,2012,Persons,70_74,1331.0,176.4,. .,. .,. .,. .,C43
2295,Actual,Melanoma of the skin,2012,Persons,75_79,1131.0,197.8,. .,. .,. .,. .,C43
2296,Actual,Melanoma of the skin,2012,Persons,80_84,933.0,209.6,. .,. .,. .,. .,C43
2297,Actual,Melanoma of the skin,2012,Persons,85_89,689.0,246.2,. .,. .,. .,. .,C43
2298,Actual,Melanoma of the skin,2012,Persons,90+,329.0,233.9,. .,. .,. .,. .,C43
2299,Actual,Melanoma of the skin,2012,Persons,All ages combined,12239.0,53.8,49.5,59.4,38.1,34.3,C43
2300,Actual,Melanoma of the skin,2013,Persons,00_04,2.0,0.1,. .,. .,. .,. .,C43
2301,Actual,Melanoma of the skin,2013,Persons,05_09,2.0,0.1,. .,. .,. .,. .,C43
2302,Actual,Melanoma of the skin,2013,Persons,10_14,6.0,0.4,. .,. .,. .,. .,C43
2303,Actual,Melanoma of the skin,2013,Persons,15_19,34.0,2.3,. .,. .,. .,. .,C43
2304,Actual,Melanoma of the skin,2013,Persons,20_24,105.0,6.4,. .,. .,. .,. .,C43
2305,Actual,Melanoma of the skin,2013,Persons,25_29,229.0,13.2,. .,. .,. .,. .,C43
2306,Actual,Melanoma of the skin,2013,Persons,30_34,324.0,19.6,. .,. .,. .,. .,C43
2307,Actual,Melanoma of the skin,2013,Persons,35_39,461.0,29.7,. .,. .,. .,. .,C43
2308,Actual,Melanoma of the skin,2013,Persons,40_44,665.0,40.1,. .,. .,. .,. .,C43
2309,Actual,Melanoma of the skin,2013,Persons,45_49,802.0,52.4,. .,. .,. .,. .,C43
2310,Actual,Melanoma of the skin,2013,Persons,50_54,1079.0,69.7,. .,. .,. .,. .,C43
2311,Actual,Melanoma of the skin,2013,Persons,55_59,1205.0,86.7,. .,. .,. .,. .,C43
2312,Actual,Melanoma of the skin,2013,Persons,60_64,1475.0,118.7,. .,. .,. .,. .,C43
2313,Actual,Melanoma of the skin,2013,Persons,65_69,1676.0,155.2,. .,. .,. .,. .,C43
2314,Actual,Melanoma of the skin,2013,Persons,70_74,1421.0,182.3,. .,. .,. .,. .,C43
2315,Actual,Melanoma of the skin,2013,Persons,75_79,1256.0,213.6,. .,. .,. .,. .,C43
2316,Actual,Melanoma of the skin,2013,Persons,80_84,1071.0,240.4,. .,. .,. .,. .,C43
2317,Actual,Melanoma of the skin,2013,Persons,85_89,702.0,243.7,. .,. .,. .,. .,C43
2318,Actual,Melanoma of the skin,2013,Persons,90+,358.0,239.2,. .,. .,. .,. .,C43
2319,Actual,Melanoma of the skin,2013,Persons,All ages combined,12873.0,55.7,50.8,61.3,38.9,34.9,C43
2320,Actual,Melanoma of the skin,2014,Persons,00_04,1.0,0.1,. .,. .,. .,. .,C43
2321,Actual,Melanoma of the skin,2014,Persons,05_09,0.0,0.0,. .,. .,. .,. .,C43
2322,Actual,Melanoma of the skin,2014,Persons,10_14,2.0,0.1,. .,. .,. .,. .,C43
2323,Actual,Melanoma of the skin,2014,Persons,15_19,35.0,2.4,. .,. .,. .,. .,C43
2324,Actual,Melanoma of the skin,2014,Persons,20_24,106.0,6.4,. .,. .,. .,. .,C43
2325,Actual,Melanoma of the skin,2014,Persons,25_29,203.0,11.6,. .,. .,. .,. .,C43
2326,Actual,Melanoma of the skin,2014,Persons,30_34,321.0,18.8,. .,. .,. .,. .,C43
2327,Actual,Melanoma of the skin,2014,Persons,35_39,425.0,27.3,. .,. .,. .,. .,C43
2328,Actual,Melanoma of the skin,2014,Persons,40_44,703.0,42.3,. .,. .,. .,. .,C43
2329,Actual,Melanoma of the skin,2014,Persons,45_49,828.0,53.8,. .,. .,. .,. .,C43
2330,Actual,Melanoma of the skin,2014,Persons,50_54,1138.0,72.9,. .,. .,. .,. .,C43
2331,Actual,Melanoma of the skin,2014,Persons,55_59,1192.0,84.1,. .,. .,. .,. .,C43
2332,Actual,Melanoma of the skin,2014,Persons,60_64,1460.0,115.6,. .,. .,. .,. .,C43
2333,Actual,Melanoma of the skin,2014,Persons,65_69,1789.0,160.0,. .,. .,. .,. .,C43
2334,Actual,Melanoma of the skin,2014,Persons,70_74,1450.0,178.1,. .,. .,. .,. .,C43
2335,Actual,Melanoma of the skin,2014,Persons,75_79,1323.0,217.4,. .,. .,. .,. .,C43
2336,Actual,Melanoma of the skin,2014,Persons,80_84,1108.0,247.9,. .,. .,. .,. .,C43
2337,Actual,Melanoma of the skin,2014,Persons,85_89,734.0,249.0,. .,. .,. .,. .,C43
2338,Actual,Melanoma of the skin,2014,Persons,90+,386.0,242.2,. .,. .,. .,. .,C43
2339,Actual,Melanoma of the skin,2014,Persons,All ages combined,13204.0,56.2,51,61.4,38.9,34.8,C43
2340,Actual,Melanoma of the skin,2015,Persons,00_04,0.0,0.0,. .,. .,. .,. .,C43
2341,Actual,Melanoma of the skin,2015,Persons,05_09,1.0,0.1,. .,. .,. .,. .,C43
2342,Actual,Melanoma of the skin,2015,Persons,10_14,2.0,0.1,. .,. .,. .,. .,C43
2343,Actual,Melanoma of the skin,2015,Persons,15_19,23.0,1.6,. .,. .,. .,. .,C43
2344,Actual,Melanoma of the skin,2015,Persons,20_24,99.0,5.9,. .,. .,. .,. .,C43
2345,Actual,Melanoma of the skin,2015,Persons,25_29,227.0,12.7,. .,. .,. .,. .,C43
2346,Actual,Melanoma of the skin,2015,Persons,30_34,331.0,18.9,. .,. .,. .,. .,C43
2347,Actual,Melanoma of the skin,2015,Persons,35_39,420.0,26.7,. .,. .,. .,. .,C43
2348,Actual,Melanoma of the skin,2015,Persons,40_44,683.0,41.3,. .,. .,. .,. .,C43
2349,Actual,Melanoma of the skin,2015,Persons,45_49,864.0,55.3,. .,. .,. .,. .,C43
2350,Actual,Melanoma of the skin,2015,Persons,50_54,1116.0,71.5,. .,. .,. .,. .,C43
2351,Actual,Melanoma of the skin,2015,Persons,55_59,1273.0,88.1,. .,. .,. .,. .,C43
2352,Actual,Melanoma of the skin,2015,Persons,60_64,1571.0,122.5,. .,. .,. .,. .,C43
2353,Actual,Melanoma of the skin,2015,Persons,65_69,1846.0,159.6,. .,. .,. .,. .,C43
2354,Actual,Melanoma of the skin,2015,Persons,70_74,1665.0,195.8,. .,. .,. .,. .,C43
2355,Actual,Melanoma of the skin,2015,Persons,75_79,1439.0,228.2,. .,. .,. .,. .,C43
2356,Actual,Melanoma of the skin,2015,Persons,80_84,1025.0,228.7,. .,. .,. .,. .,C43
2357,Actual,Melanoma of the skin,2015,Persons,85_89,768.0,255.3,. .,. .,. .,. .,C43
2358,Actual,Melanoma of the skin,2015,Persons,90+,372.0,221.3,. .,. .,. .,. .,C43
2359,Actual,Melanoma of the skin,2015,Persons,All ages combined,13725.0,57.6,51.9,62.6,39.6,35.5,C43
2360,Actual,Melanoma of the skin,2016,Persons,00_04,3.0,0.2,. .,. .,. .,. .,C43
2361,Actual,Melanoma of the skin,2016,Persons,05_09,0.0,0.0,. .,. .,. .,. .,C43
2362,Actual,Melanoma of the skin,2016,Persons,10_14,5.0,0.3,. .,. .,. .,. .,C43
2363,Actual,Melanoma of the skin,2016,Persons,15_19,35.0,2.4,. .,. .,. .,. .,C43
2364,Actual,Melanoma of the skin,2016,Persons,20_24,97.0,5.7,. .,. .,. .,. .,C43
2365,Actual,Melanoma of the skin,2016,Persons,25_29,240.0,13.2,. .,. .,. .,. .,C43
2366,Actual,Melanoma of the skin,2016,Persons,30_34,372.0,20.7,. .,. .,. .,. .,C43
2367,Actual,Melanoma of the skin,2016,Persons,35_39,496.0,30.9,. .,. .,. .,. .,C43
2368,Actual,Melanoma of the skin,2016,Persons,40_44,691.0,42.5,. .,. .,. .,. .,C43
2369,Actual,Melanoma of the skin,2016,Persons,45_49,929.0,57.9,. .,. .,. .,. .,C43
2370,Actual,Melanoma of the skin,2016,Persons,50_54,1097.0,70.8,. .,. .,. .,. .,C43
2371,Actual,Melanoma of the skin,2016,Persons,55_59,1401.0,94.9,. .,. .,. .,. .,C43
2372,Actual,Melanoma of the skin,2016,Persons,60_64,1635.0,125.3,. .,. .,. .,. .,C43
2373,Actual,Melanoma of the skin,2016,Persons,65_69,1996.0,167.3,. .,. .,. .,. .,C43
2374,Actual,Melanoma of the skin,2016,Persons,70_74,1766.0,198.4,. .,. .,. .,. .,C43
